latitude,longitude,depth_avg,navigable,time,wind_speed_10m,wind_direction_10m,navigable_wind,blocked_seamark,is_buoy,navigable_final
37.97890289069657,3.051076000000001,-2776.8774,True,,,,False,False,False,True
37.97890289069657,3.0930760000000004,-2800.8818,True,,,,False,False,False,True
37.97890289069657,3.135076,-2798.3674,True,,,,False,False,False,True
37.97890289069657,3.1770760000000005,-2800.5422,True,,,,False,False,False,True
37.97890289069657,3.2190760000000003,-2803.8604,True,,,,False,False,False,True
37.97890289069657,3.2610760000000005,-2801.9026,True,,,,False,False,False,True
37.97890289069657,3.3030760000000003,-2804.1045,True,,,,False,False,False,True
37.97890289069657,3.3450760000000006,-2802.4375,True,,,,False,False,False,True
37.97890289069657,3.3870760000000004,-2804.8625,True,,,,False,False,False,True
37.97890289069657,3.429076,-2798.2617,True,,,,False,False,False,True
37.97890289069657,3.4710760000000005,-2802.48,True,,,,False,False,False,True
37.97890289069657,3.5130760000000003,-2802.3428,True,,,,False,False,False,True
37.97890289069657,3.555076000000001,-2801.5242,True,,,,False,False,False,True
37.97890289069657,3.5970760000000004,-2801.8564,True,,,,False,False,False,True
37.97890289069657,3.6390760000000006,-2803.6873,True,,,,False,False,False,True
37.97890289069657,3.681076000000001,-2803.2805,True,,,,False,False,False,True
37.97890289069657,3.723076,-2799.9976,True,,,,False,False,False,True
37.97890289069657,3.765076000000001,-2804.0579,True,,,,False,False,False,True
37.97890289069657,3.807076,-2802.9475,True,,,,False,False,False,True
37.97890289069657,3.8490760000000006,-2829.211,True,,,,False,False,False,True
37.97890289069657,3.891076,-2852.1794,True,,,,False,False,False,True
37.97890289069657,3.933076,-2842.744,True,,,,False,False,False,True
37.97890289069657,3.975076,-2816.725,True,,,,False,False,False,True
37.97890289069657,4.017076,-2824.3984,True,,,,False,False,False,True
37.97890289069657,4.059076,-2837.244,True,,,,False,False,False,True
37.97890289069657,4.101076,-2797.768,True,,,,False,False,False,True
37.97890289069657,4.143076,-2817.6316,True,,,,False,False,False,True
37.97890289069657,4.1850760000000005,-2841.8533,True,,,,False,False,False,True
37.97890289069657,4.227076,-2848.1484,True,,,,False,False,False,True
37.97890289069657,4.269076,-2795.29,True,,,,False,False,False,True
37.97890289069657,4.311076,-2814.1836,True,,,,False,False,False,True
37.97890289069657,4.353076,-2799.176,True,,,,False,False,False,True
37.97890289069657,4.395076,-2787.9258,True,,,,False,False,False,True
37.97890289069657,4.437076,-2821.9827,True,,,,False,False,False,True
37.97890289069657,4.479076,-2850.5466,True,,,,False,False,False,True
37.97890289069657,4.521076,-2858.1702,True,,,,False,False,False,True
37.97890289069657,4.563076,-2861.5334,True,,,,False,False,False,True
37.97890289069657,4.605076,-2847.4268,True,,,,False,False,False,True
37.97890289069657,4.647076,-2834.6658,True,,,,False,False,False,True
37.97890289069657,4.689076,-2863.5002,True,,,,False,False,False,True
37.97890289069657,4.731076,-2893.0037,True,,,,False,False,False,True
37.97890289069657,4.773076,-2904.1978,True,,,,False,False,False,True
37.97890289069657,4.815076,-2890.8193,True,,,,False,False,False,True
37.97890289069657,4.857076,-2875.629,True,,,,False,False,False,True
37.97890289069657,4.899076,-2803.4421,True,,,,False,False,False,True
37.97890289069657,4.941076,-2800.6921,True,,,,False,False,False,True
37.97890289069657,4.9830760000000005,-2803.7908,True,,,,False,False,False,True
37.97890289069657,5.025076,-2825.5159,True,,,,False,False,False,True
37.97890289069657,5.067076,-2826.8916,True,,,,False,False,False,True
37.97890289069657,5.109076,-2899.1301,True,,,,False,False,False,True
37.97890289069657,5.151076,-2850.9954,True,,,,False,False,False,True
38.03562798227539,-0.098924,-561.1286,True,,,,False,False,False,True
